Sigla;Código;Município;Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (2000);Anos de estudo - média - pessoas 25 anos e mais (2000)
BA;2913507;Iguaí;0.6;;0.6;;1.3;1.345;;2.442
BA;2913606;Ilhéus;1.7;;2.7;;3.7;3.68;;4.968
BA;2913705;Inhambupe;0.7;;0.7;;1.7;1.75;;2.629
BA;2913804;Ipecaetá;0.5;;0.8;;1.3;1.308;;1.994
BA;2913903;Ipiaú;1.1;;2.1;;3;3.011;;4.077
BA;2914000;Ipirá;0.4;;0.6;;1.6;1.56;;2.27
BA;2914109;Ipupiara;0.6;;1.5;;2.2;2.245;;3.28
BA;2914208;Irajuba;0.5;;0.8;;1.2;1.25;;2.171
BA;2914307;Iramaia;0.9;;1;;1.4;1.414;;2.629
BA;2914406;Iraquara;0.2;;1.1;;2.2;2.192;;2.998
BA;2914505;Irará;0.6;;1.1;;2.1;2.093;;3.358
BA;2914604;Irecê;0.9;;1.6;;3.7;3.665;;4.887
BA;2914653;Itabela;;;;;1.7;1.716;;2.586
BA;2914703;Itaberaba;1;;1.6;;2.6;2.643;;4.014
BA;2914802;Itabuna;2.2;;3.2;;4.7;4.69;;5.708
BA;2914901;Itacaré;0.6;;1;;1.4;1.442;;2.756
BA;2915007;Itaeté;0.5;;0.7;;1.1;1.064;;2.135
BA;2915106;Itagi;0.4;;0.8;;1.5;1.498;;2.511
BA;2915205;Itagibá;0.4;;0.8;;1.8;1.752;;2.661
BA;2915304;Itagimirim;0.3;;1;;1.7;1.75;;2.965
BA;2915353;Itaguaçu da Bahia;;;;;1.1;1.099;;2.271
BA;2915403;Itaju do Colônia;0.4;;0.9;;1.8;1.873;;3.038
BA;2915502;Itajuípe;1.1;;1.9;;2.8;2.809;;3.641
BA;2915601;Itamaraju;0.4;;1;;2.5;2.469;;3.253
BA;2915700;Itamari;0.6;;1.3;;1.9;1.754;;2.4
BA;2915809;Itambé;0.5;;1.1;;2.1;2.133;;2.434
BA;2915908;Itanagra;0.6;;1;;1.8;1.697;;2.738
BA;2916005;Itanhém;0.4;;1;;2.2;2.163;;3.084
BA;2916104;Itaparica;2.2;;2.6;;4;4.047;;5.333
BA;2916203;Itapé;0.4;;1.2;;1.8;1.766;;3.217
BA;2916302;Itapebi;0.9;;1.2;;1.2;1.302;;2.554
BA;2916401;Itapetinga;1.3;;2.3;;3.4;3.425;;4.486
BA;2916500;Itapicuru;0.5;;0.7;;0.9;0.928;;1.7
BA;2916609;Itapitanga;0.9;;1.4;;1.9;1.947;;3.069
BA;2916708;Itaquara;0.9;;1;;1.2;1.269;;2.172
BA;2916807;Itarantim;0.3;;0.9;;1.9;1.869;;3.046
BA;2916856;Itatim;;;;;1.5;1.564;;2.791
BA;2916906;Itiruçu;1.2;;1.1;;1.9;1.935;;3.056
BA;2917003;Itiúba;0.3;;0.5;;1.5;1.461;;2.31
BA;2917102;Itororó;0.9;;1.2;;2.3;2.292;;2.947
BA;2917201;Ituaçu;0.6;;0.6;;1.7;1.654;;2.006
BA;2917300;Ituberá;0.8;;1;;2.2;2.186;;3.174
BA;2917334;Iuiú;;;;;1.3;1.365;;2.32
BA;2917359;Jaborandi;;;;;1.5;1.489;;2.013
BA;2917409;Jacaraci;0.2;;0.4;;1.6;1.607;;2.321
BA;2917508;Jacobina;1.1;;1.3;;3.1;3.102;;4.058
BA;2917607;Jaguaquara;0.8;;1.1;;2;2.034;;3.078
BA;2917706;Jaguarari;0.3;;1.3;;2.3;2.292;;3.31
BA;2917805;Jaguaripe;0.9;;0.9;;1.4;1.389;;2.757
BA;2917904;Jandaíra;0.7;;0.9;;1.4;1.397;;2.448
BA;2918001;Jequié;1.3;;2.2;;3.3;3.265;;4.59
BA;2918100;Jeremoabo;0.3;;0.6;;1.2;1.221;;2.106
BA;2918209;Jiquiriçá;0.3;;1;;1.5;1.551;;2.479
BA;2918308;Jitaúna;0.4;;1.2;;1.5;1.512;;2.597
BA;2918357;João Dourado;;;;;2.1;2.126;;3.106
BA;2918407;Juazeiro;1.9;;2.4;;3.9;3.942;;5.106
BA;2918456;Jucuruçu;;;;;0.7;0.752;;1.668
BA;2918506;Jussara;0.4;;1.1;;2;1.915;;2.89
BA;2918555;Jussari;;;;;2;2.025;;3.141
BA;2918605;Jussiape;0.9;;1.3;;2.3;2.175;;3.181
BA;2918704;Lafaiete Coutinho;0.6;;1;;1.3;1.298;;2.521
BA;2918753;Lagoa Real;;;;;1.1;1.055;;1.886
BA;2918803;Laje;0.6;;0.7;;1.6;1.562;;2.483
BA;2918902;Lajedão;0.5;;1.3;;2.4;2.293;;3.013
BA;2919009;Lajedinho;0.8;;1;;1.2;1.223;;2.227
BA;2919058;Lajedo do Tabocal;;;;;1.1;1.193;;2.562
BA;2919108;Lamarão;0.6;;0.7;;1.3;1.275;;2.401
BA;2919157;Lapão;;;;;2.5;2.483;;3.43
BA;2919207;Lauro de Freitas;1.2;;2.7;;5.1;5.125;;7.006
BA;2919306;Lençóis;1.3;;1.7;;2.5;2.465;;4.114
BA;2919405;Licínio de Almeida;0.6;;0.9;;1.9;1.938;;2.894
BA;2919504;Livramento de Nossa Senhora;0.8;;1.4;;2.6;2.598;;3.535
BA;2919553;Luís Eduardo Magalhães;;;;;;;;
BA;2919603;Macajuba;0.5;;0.6;;1.3;1.257;;2.129
BA;2919702;Macarani;0.4;;0.6;;1.8;1.742;;2.512
BA;2919801;Macaúbas;0.3;;0.7;;1.3;1.3;;2.545
BA;2919900;Macururé;0.3;;0.2;;1.8;1.795;;2.872
BA;2919926;Madre de Deus;;;;;4.5;4.463;;5.873
BA;2919959;Maetinga;;;;;0.8;0.799;;1.373
BA;2920007;Maiquinique;0.5;;0.7;;1.8;1.766;;2.643
BA;2920106;Mairi;0.7;;0.9;;1.9;1.917;;2.743
BA;2920205;Malhada;0.6;;0.6;;1.1;1.12;;2.251
BA;2920304;Malhada de Pedras;0.5;;0.5;;1.2;1.198;;2.171
BA;2920403;Manoel Vitorino;0.4;;0.6;;1.2;1.189;;1.788
BA;2920452;Mansidão;;;;;1.5;1.501;;2.764
BA;2920502;Maracás;0.6;;0.7;;1.5;1.49;;2.589
BA;2920601;Maragogipe;1.1;;1.2;;2.3;2.272;;3.338
BA;2920700;Maraú;0.4;;0.8;;1.2;1.202;;1.984
BA;2920809;Marcionílio Souza;0.6;;0.2;;1.1;1.172;;2.316
BA;2920908;Mascote;0.6;;0.6;;1.2;1.263;;2.502
BA;2921005;Mata de São João;1.4;;2.2;;3.3;3.299;;4.706
BA;2921054;Matina;;;;;1.2;1.155;;1.961
BA;2921104;Medeiros Neto;0.7;;1.7;;2.2;2.224;;3.328
BA;2921203;Miguel Calmon;0.9;;1.3;;2.4;2.382;;3.204
BA;2921302;Milagres;0.8;;1;;2;1.98;;2.925
BA;2921401;Mirangaba;0.6;;0.6;;1.2;1.239;;2.321
BA;2921450;Mirante;;;;;0.6;0.565;;1.553
BA;2921500;Monte Santo;0.2;;0.3;;0.6;0.631;;1.341
BA;2921609;Morpará;0.8;;0.8;;1.5;1.56;;2.567
BA;2921708;Morro do Chapéu;0.9;;1.2;;2.1;2.146;;3.13
BA;2921807;Mortugaba;0.4;;0.7;;1.6;1.585;;2.504
BA;2921906;Mucugê;0.9;;1.1;;1.5;1.52;;2.127
BA;2922003;Mucuri;0.5;;1.2;;1.7;1.767;;4.137
BA;2922052;Mulungu do Morro;;;;;1.1;1.09;;2.534
BA;2922102;Mundo Novo;0.8;;1.2;;1.6;1.634;;2.938
BA;2922201;Muniz Ferreira;0.9;;0.7;;2;1.997;;3.127
BA;2922250;Muquém de São Francisco;;;;;1.1;1.132;;2.034
BA;2922300;Muritiba;1.2;;1.5;;3.4;3.398;;4.391
BA;2922409;Mutuípe;0.6;;1.1;;2.1;2.116;;2.863
BA;2922508;Nazaré;1.3;;2.2;;3.2;3.214;;4.689
BA;2922607;Nilo Peçanha;0.8;;0.7;;1.3;1.348;;2.567
BA;2922656;Nordestina;;;;;0.8;0.817;;1.813
BA;2922706;Nova Canaã;0.6;;1.3;;2;1.631;;2.372
BA;2922730;Nova Fátima;;;;;1.6;1.605;;2.888
BA;2922755;Nova Ibiá;;;;;1.2;1.206;;2.422
BA;2922805;Nova Itarana;0.6;;0.6;;0.9;0.943;;2.058
BA;2922854;Nova Redenção;;;;;1.4;1.38;;2.112
BA;2922904;Nova Soure;0.7;;0.9;;1.6;1.569;;2.391
BA;2923001;Nova Viçosa;0.6;;1.1;;2.2;2.215;;3.293
BA;2923035;Novo Horizonte;;;;;1.5;1.568;;2.402
BA;2923050;Novo Triunfo;;;;;1.2;1.175;;2.602
BA;2923100;Olindina;0.8;;0.8;;1.6;1.561;;2.751
BA;2923209;Oliveira dos Brejinhos;0.7;;0.9;;1.5;1.5;;2.625
BA;2923308;Ouriçangas;0.4;;0.8;;1.6;1.587;;2.551
BA;2923357;Ourolândia;;;;;1.2;1.149;;1.924
BA;2923407;Palmas de Monte Alto;0.5;;0.9;;1.4;1.353;;2.229
BA;2923506;Palmeiras;0.8;;1.9;;2.5;2.484;;3.732
BA;2923605;Paramirim;0.6;;1.1;;1.9;2.108;;3.314
BA;2923704;Paratinga;0.7;;0.7;;1.7;1.69;;2.621
BA;2923803;Paripiranga;0.7;;1.1;;1.8;1.833;;2.489
BA;2923902;Pau Brasil;0.6;;0.8;;1.4;1.46;;2.631
BA;2924009;Paulo Afonso;1.3;;2.6;;3.9;3.87;;4.806
BA;2924058;Pé de Serra;;;;;1.4;1.42;;2.251
BA;2924108;Pedrão;0.6;;0.9;;1.8;1.902;;2.854
BA;2924207;Pedro Alexandre;0.2;;0.4;;0.5;0.515;;1.686
BA;2924306;Piatã;0.7;;0.7;;1.3;1.332;;2.502
BA;2924405;Pilão Arcado;0.2;;0.8;;1;1.02;;1.794
BA;2924504;Pindaí;0.6;;0.6;;1.4;1.398;;2.462
BA;2924603;Pindobaçu;0.5;;0.4;;1.3;1.325;;2.765
BA;2924652;Pintadas;;;;;1.3;1.299;;2.516
BA;2924678;Piraí do Norte;;;;;1.1;1.093;;2.084
BA;2924702;Piripá;0.2;;0.7;;1.1;1.097;;2.006
BA;2924801;Piritiba;1;;1.3;;1.9;1.938;;2.791
BA;2924900;Planaltino;0.3;;0.5;;1;1.002;;1.812
BA;2925006;Planalto;0.2;;0.7;;1;1.09;;2.293
BA;2925105;Poções;0.5;;0.9;;1.8;1.843;;2.464
BA;2925204;Pojuca;1.6;;2.4;;3.9;3.942;;4.878
BA;2925253;Ponto Novo;;;;;1.2;1.223;;2.108
BA;2925303;Porto Seguro;0.6;;1.2;;3.5;3.507;;4.635
BA;2925402;Potiraguá;0.5;;0.7;;1.9;1.897;;2.805
BA;2925501;Prado;0.6;;1.1;;2.3;2.299;;3.436
BA;2925600;Presidente Dutra;0.5;;1.5;;2.5;2.528;;3.778
BA;2925709;Presidente Jânio Quadros;0.1;;0.4;;0.7;0.717;;1.316
BA;2925758;Presidente Tancredo Neves;;;;;0.8;0.81;;1.995
BA;2925808;Queimadas;0.5;;0.8;;1.7;1.657;;2.377
BA;2925907;Quijingue;0.1;;0.1;;0.8;0.841;;1.511
BA;2925931;Quixabeira;;;;;1.1;1.157;;2.349
BA;2925956;Rafael Jambeiro;;;;;1.3;1.258;;1.861
BA;2926004;Remanso;1;;1.4;;2.1;2.059;;3.154
BA;2926103;Retirolândia;0.2;;1.1;;1.9;1.911;;3.037
BA;2926202;Riachão das Neves;0.6;;1;;1.5;1.523;;2.216
BA;2926301;Riachão do Jacuípe;0.9;;1;;2.3;2.316;;3.686
BA;2926400;Riacho de Santana;0.6;;0.6;;1.9;1.854;;2.694
BA;2926509;Ribeira do Amparo;0.5;;0.4;;0.8;0.753;;1.579
BA;2926608;Ribeira do Pombal;0.6;;0.9;;1.9;1.917;;2.952
BA;2926657;Ribeirão do Largo;;;;;0.9;0.875;;1.724
BA;2926707;Rio de Contas;1;;1.5;;2.1;2.072;;3.216
BA;2926806;Rio do Antônio;0.3;;0.9;;1.3;1.299;;2.237
BA;2926905;Rio do Pires;0.6;;0.5;;1.4;1.432;;2.414
BA;2927002;Rio Real;0.5;;1.2;;1.9;1.95;;2.849
BA;2927101;Rodelas;0.8;;1.4;;3.4;3.235;;4.216
BA;2927200;Ruy Barbosa;0.8;;1.2;;2;1.995;;3.303
BA;2927309;Salinas da Margarida;1.7;;2;;2.9;3.004;;4.611
BA;2927408;Salvador;4;;5.6;;6.9;6.913;;7.72
BA;2927507;Santa Bárbara;0.6;;0.4;;1.8;1.759;;3.041
BA;2927606;Santa Brígida;0.2;;0.3;;0.8;0.835;;1.851
BA;2927705;Santa Cruz Cabrália;0.5;;1.4;;3.1;2.971;;4.283
BA;2927804;Santa Cruz da Vitória;0.7;;1.3;;1.7;1.786;;2.879
BA;2927903;Santa Inês;0.8;;1.5;;1.8;1.754;;3.081
BA;2928000;Santaluz;0.4;;0.9;;2.2;2.176;;2.997
BA;2928059;Santa Luzia;;;;;1.5;1.525;;2.331
BA;2928109;Santa Maria da Vitória;0.9;;1.1;;2.2;2.165;;3.194
BA;2928208;Santana;0.9;;1.3;;2.5;2.497;;3.128
BA;2928307;Santanópolis;0.7;;0.9;;1.5;1.534;;2.698
BA;2928406;Santa Rita de Cássia;0.5;;1.3;;2;1.998;;2.881
BA;2928505;Santa Teresinha;0.6;;0.8;;1.2;1.209;;2.222
BA;2928604;Santo Amaro;2;;2.5;;3.7;3.737;;4.991
BA;2928703;Santo Antônio de Jesus;1.2;;2.1;;3.7;3.655;;4.861
BA;2928802;Santo Estêvão;0.8;;1;;2.2;2.168;;2.985
BA;2928901;São Desidério;0.1;;0.6;;1.6;1.618;;2.531
BA;2928950;São Domingos;;;;;1.8;1.808;;2.99
BA;2929008;São Félix;1.3;;1.8;;3.1;3.096;;4.276
BA;2929057;São Félix do Coribe;;;;;2;2.022;;3.311
BA;2929107;São Felipe;0.8;;1.2;;2.1;2.068;;2.874
BA;2929206;São Francisco do Conde;1.6;;1.8;;3.2;3.166;;4.789
BA;2929255;São Gabriel;;;;;2;2.003;;3.084
BA;2929305;São Gonçalo dos Campos;1.2;;1.7;;2.7;2.674;;4.005
BA;2929354;São José da Vitória;;;;;1.3;1.415;;2.357
BA;2929370;São José do Jacuípe;;;;;1;1.028;;2.272
BA;2929404;São Miguel das Matas;0.7;;1.1;;1.3;1.403;;2.549
BA;2929503;São Sebastião do Passé;1.3;;2;;3.4;3.388;;4.42
BA;2929602;Sapeaçu;0.7;;1;;2.2;2.226;;3.302
BA;2929701;Sátiro Dias;0.3;;0.3;;1.1;1.138;;2.114
BA;2929750;Saubara;;;;;2.9;2.948;;4.246
BA;2929800;Saúde;0.7;;1.1;;1.8;1.804;;2.8
BA;2929909;Seabra;0.6;;1.3;;2.3;2.255;;3.425
BA;2930006;Sebastião Laranjeiras;0.6;;0.4;;1.5;1.462;;2.439
BA;2930105;Senhor do Bonfim;1.3;;1.9;;3.1;3.057;;4.54
BA;2930154;Serra do Ramalho;;;;;1.5;1.532;;2.652
BA;2930204;Sento Sé;0.6;;0.9;;1.5;1.534;;2.757
BA;2930303;Serra Dourada;0.2;;0.5;;1.7;1.679;;2.799
BA;2930402;Serra Preta;0.5;;0.8;;1.3;1.265;;2.139
BA;2930501;Serrinha;1;;1.6;;2.9;2.946;;3.95
BA;2930600;Serrolândia;0.5;;0.7;;1.7;1.72;;2.699
BA;2930709;Simões Filho;1.6;;2.5;;4.5;4.349;;5.524
BA;2930758;Sítio do Mato;;;;;1.7;1.729;;2.584
BA;2930766;Sítio do Quinto;;;;;0.8;0.772;;1.64
BA;2930774;Sobradinho;;;;;3.5;3.474;;4.604
BA;2930808;Souto Soares;0.5;;0.8;;1.7;1.719;;2.6
BA;2930907;Tabocas do Brejo Velho;0.1;;0.4;;1;1.04;;2.204
BA;2931004;Tanhaçu;0.1;;0.7;;1.4;1.356;;2.397
BA;2931053;Tanque Novo;;;;;1.1;1.143;;1.97
BA;2931103;Tanquinho;1.2;;1.4;;2.4;2.399;;3.955
BA;2931202;Taperoá;1.2;;1.4;;1.7;1.725;;2.872
BA;2931301;Tapiramutá;0.4;;0.9;;1.5;1.463;;2.413
BA;2931350;Teixeira de Freitas;;;;;3.2;3.156;;4.374
BA;2931400;Teodoro Sampaio;0.9;;1.4;;2.7;2.642;;3.668
BA;2931509;Teofilândia;0.5;;0.4;;1.6;1.633;;2.899
BA;2931608;Teolândia;0.2;;0.7;;1;0.971;;1.976
BA;2931707;Terra Nova;1;;1.6;;2.7;2.706;;4
BA;2931806;Tremedal;0.1;;0.2;;0.8;0.767;;1.477
BA;2931905;Tucano;0.5;;0.9;;1.5;1.531;;2.517
BA;2932002;Uauá;0.3;;0.4;;1.6;1.616;;2.69
BA;2932101;Ubaíra;0.6;;0.8;;1.7;1.671;;2.435
BA;2932200;Ubaitaba;1.2;;1.8;;2.8;2.785;;3.214
BA;2932309;Ubatã;0.9;;1.2;;2.5;2.521;;3.447
BA;2932408;Uibaí;0.2;;1.5;;2.6;2.566;;3.665
BA;2932457;Umburanas;;;;;0.8;0.855;;1.774
BA;2932507;Una;0.8;;0.8;;1.9;1.873;;2.254
BA;2932606;Urandi;0.6;;0.7;;1.4;1.458;;2.842
BA;2932705;Uruçuca;0.8;;1.3;;1.9;2.018;;3.151
BA;2932804;Utinga;0.4;;0.8;;1.7;1.712;;2.718
BA;2932903;Valença;1;;1.5;;3.1;3.062;;4.109
BA;2933000;Valente;0.3;;0.8;;2.2;2.22;;3.462
BA;2933059;Várzea da Roça;;;;;1.2;1.167;;2.128
BA;2933109;Várzea do Poço;0.5;;1.1;;2.1;2.135;;2.951
BA;2933158;Várzea Nova;;;;;1.4;1.393;;2.635
BA;2933174;Varzedo;;;;;1.4;1.428;;2.5
BA;2933208;Vera Cruz;1.5;;2.4;;3.6;3.642;;5.053
BA;2933257;Vereda;;;;;1.5;1.446;;2.044
BA;2933307;Vitória da Conquista;1.4;;2.5;;3.9;3.891;;4.873
BA;2933406;Wagner;0.9;;0.8;;2.4;2.346;;3.215
BA;2933455;Wanderley;;;;;1.3;1.357;;2.157
BA;2933505;Wenceslau Guimarães;0.4;;0.6;;1.1;1.117;;1.836
BA;2933604;Xique-Xique;1;;1.3;;2.4;2.384;;3.162
BA;2999919;Trancoso;;;;;;;;
BA;2999929;Barcellos;;;;;;;;
BA;2999939;Olivença;;;;;;;;
BA;2999949;Villa Verde;;;;;;;;
CE;2300101;Abaiara;0.3;;0.9;;1.4;1.46;;2.748
CE;2300150;Acarapé;;;;;2.2;2.188;;3.5
CE;2300200;Acaraú;0.5;;0.7;;1.6;1.638;;2.444
CE;2300309;Acopiara;0.6;;0.9;;1.5;1.54;;2.297
CE;2300408;Aiuaba;0.2;;0.6;;1.1;1.106;;2.019
CE;2300507;Alcântaras;0.5;;0.7;;1.6;1.613;;2.596
CE;2300606;Altaneira;0.4;;0.7;;1.3;1.298;;2.19
CE;2300705;Alto Santo;0.8;;0.8;;1.9;1.883;;2.749
CE;2300754;Amontada;;;;;1.4;1.364;;2.449
CE;2300804;Antonina do Norte;0.1;;0.8;;1.6;1.5;;2.328
CE;2300903;Apuiarés;0.7;;1.2;;1.7;1.709;;2.521
CE;2301000;Aquiraz;0.6;;1.2;;2.1;2.105;;3.513
CE;2301109;Aracati;0.7;;1.4;;2.6;2.788;;3.985
CE;2301208;Aracoiaba;0.7;;0.8;;1.9;1.868;;3.123
CE;2301257;Ararendá;;;;;;1.26;;2.163
CE;2301307;Araripe;0.3;;0.4;;1.2;1.23;;2.073
CE;2301406;Aratuba;0.6;;1.4;;1.9;1.843;;2.689
CE;2301505;Arneiroz;0.2;;0.3;;1.3;1.38;;2.458
CE;2301604;Assaré;0.3;;0.6;;1.7;1.718;;2.088
CE;2301703;Aurora;1;;0.9;;2;2.009;;2.98
CE;2301802;Baixio;0.9;;1.1;;2.4;2.239;;3.373
CE;2301851;Banabuiú;;;;;1.6;1.635;;3.066
CE;2301901;Barbalha;1;;2;;3;2.986;;4.145
CE;2301950;Barreira;;;;;1.7;1.668;;2.853
CE;2302008;Barro;0.9;;1.2;;1.9;1.863;;2.941
CE;2302057;Barroquinha;;;;;1;1.029;;1.923
CE;2302107;Baturité;1.3;;1.9;;2.7;2.735;;3.698
CE;2302206;Beberibe;0.5;;0.9;;1.5;1.522;;2.691
CE;2302305;Bela Cruz;0.4;;0.8;;1.8;1.834;;2.629
CE;2302404;Boa Viagem;0.5;;0.8;;1.6;1.591;;2.326
CE;2302503;Brejo Santo;0.8;;1.5;;2.5;2.47;;3.54
CE;2302602;Camocim;0.6;;1.1;;2.2;2.156;;3.227
CE;2302701;Campos Sales;0.4;;0.8;;2;1.981;;3.105
CE;2302800;Canindé;0.7;;1.1;;2;2.046;;2.898
CE;2302909;Capistrano;0.6;;0.9;;1.7;1.659;;2.834
CE;2303006;Caridade;0.5;;1;;1.6;1.622;;2.469
CE;2303105;Cariré;0.8;;0.9;;1.5;1.475;;2.391
CE;2303204;Caririaçu;0.3;;0.9;;1.5;1.454;;2.347
CE;2303303;Cariús;0.5;;0.6;;1.3;1.293;;2.488
CE;2303402;Carnaubal;0.3;;0.4;;1.4;1.384;;2.39
CE;2303501;Cascavel;0.7;;1.2;;2.1;2.098;;3.439
CE;2303600;Catarina;0.5;;1;;1.3;1.269;;2.604
CE;2303659;Catunda;;;;;;1.214;;2.355
CE;2303709;Caucaia;1.1;;1.9;;3.9;3.918;;5.102
CE;2303808;Cedro;0.7;;1.2;;2.5;2.5;;3.384
CE;2303907;Chaval;0.4;;0.7;;1.5;1.601;;2.491
CE;2303931;Choró;;;;;;1.402;;1.981
CE;2303956;Chorozinho;;;;;1.3;1.298;;2.674
CE;2304004;Coreaú;0.2;;0.6;;1.5;1.45;;2.017
CE;2304103;Crateús;0.9;;1.6;;2.5;2.55;;3.416
CE;2304202;Crato;1.6;;2.8;;4.3;4.277;;5.365
CE;2304236;Croatá;;;;;1;1.011;;1.767
CE;2304251;Cruz;;;;;1.5;1.568;;2.225
CE;2304269;Deputado Irapuan Pinheiro;;;;;1.3;1.311;;2.332
CE;2304277;Ererê;;;;;1.4;1.377;;2.429
CE;2304285;Eusébio;;;;;2.9;2.869;;3.889
CE;2304301;Farias Brito;0.4;;0.9;;1.6;1.623;;2.781
CE;2304350;Forquilha;;;;;1.8;1.783;;3.003
CE;2304400;Fortaleza;3.4;;4.7;;6.1;6.073;;6.907
CE;2304459;Fortim;;;;;;1.361;;2.778
CE;2304509;Frecheirinha;0.5;;0.5;;1.7;1.698;;2.576
CE;2304608;General Sampaio;0.8;;0.9;;1.2;1.206;;2.356
CE;2304657;Graça;;;;;0.6;0.648;;1.532
CE;2304707;Granja;0.5;;0.7;;1.2;1.201;;1.832
CE;2304806;Granjeiro;0.3;;1.1;;1.3;1.366;;2.305
CE;2304905;Groaíras;0.4;;1;;2.1;2.092;;2.708
CE;2304954;Guaiúba;;;;;2;1.947;;2.859
CE;2305001;Guaraciaba do Norte;0.5;;0.5;;1.5;1.536;;2.312
CE;2305100;Guaramiranga;1.6;;1.3;;2.2;2.19;;3.452
CE;2305209;Hidrolândia;0.8;;0.8;;1.5;1.505;;2.531
CE;2305233;Horizonte;;;;;1.9;1.959;;3.509
CE;2305266;Ibaretama;;;;;1.3;1.363;;2.259
CE;2305308;Ibiapina;0.4;;0.6;;2.1;2.049;;2.932
CE;2305332;Ibicuitinga;;;;;1.6;1.591;;2.593
CE;2305357;Icapuí;;;;;1.8;1.835;;3.224
CE;2305407;Icó;0.7;;1.1;;2;2.04;;3.182
CE;2305506;Iguatu;0.9;;1.6;;2.8;2.85;;3.958
CE;2305605;Independência;0.5;;1;;2.1;2.079;;2.895
CE;2305654;Ipaporanga;;;;;1.1;1.142;;1.925
CE;2305704;Ipaumirim;0.7;;1.3;;2.3;2.341;;3.343
CE;2305803;Ipu;0.5;;0.9;;2;1.992;;2.868
CE;2305902;Ipueiras;0.3;;0.6;;1.3;1.298;;2.094
CE;2306009;Iracema;0.6;;1.1;;2.1;2.108;;3.033
CE;2306108;Irauçuba;0.6;;1;;2.1;2.04;;2.789
CE;2306207;Itaiçaba;1;;1.6;;2.1;2.136;;3.424
CE;2306256;Itaitinga;;;;;;2.144;;3.399
CE;2306306;Itapagé;0.7;;1.2;;2.2;2.215;;3.188
CE;2306405;Itapipoca;0.6;;1.1;;2.3;2.327;;3.441
CE;2306504;Itapiúna;0.6;;1;;1.7;1.723;;2.872
CE;2306553;Itarema;;;;;1.3;1.288;;2.259
CE;2306603;Itatira;0.4;;0.5;;1.2;1.177;;1.922
CE;2306702;Jaguaretama;0.7;;1.1;;2.1;2.141;;2.777
CE;2306801;Jaguaribara;1;;1;;2.1;1.927;;2.947
CE;2306900;Jaguaribe;0.9;;1.6;;2.4;2.376;;3.384
CE;2307007;Jaguaruana;0.6;;1.3;;2.1;2.147;;3.169
CE;2307106;Jardim;0.7;;1;;2;2.016;;2.635
CE;2307205;Jati;0.8;;0.7;;1.8;1.817;;3.203
CE;2307254;Jijoca de Jericoacoara;;;;;;1.305;;2.154
CE;2307304;Juazeiro do Norte;1.1;;2.1;;3.4;3.443;;4.433
CE;2307403;Jucás;0.4;;0.8;;1.4;1.407;;2.768
CE;2307502;Lavras da Mangabeira;0.8;;1.2;;1.9;1.867;;3.085
CE;2307601;Limoeiro do Norte;1;;2.1;;3.4;3.402;;4.456
CE;2307635;Madalena;;;;;1.7;1.735;;2.755
CE;2307650;Maracanaú;;;;;4.1;4.142;;5.117
CE;2307700;Maranguape;1.3;;2.2;;3;3.045;;4.091
CE;2307809;Marco;0.5;;1.2;;2;1.957;;3.197
CE;2307908;Martinópole;0.6;;1;;1.8;1.804;;2.837
CE;2308005;Massapê;0.4;;0.8;;1.6;1.569;;2.569
CE;2308104;Mauriti;0.5;;0.8;;1.6;1.623;;2.568
CE;2308203;Meruoca;0.4;;1;;1.9;1.883;;2.967
CE;2308302;Milagres;0.7;;1;;2.1;2.06;;3.09
CE;2308351;Milhã;;;;;1.8;1.816;;2.928
CE;2308377;Miraíma;;;;;1.5;1.479;;2.269
CE;2308401;Missão Velha;0.5;;1.1;;1.7;1.751;;2.975
CE;2308500;Mombaça;0.8;;1;;1.7;1.726;;2.456
CE;2308609;Monsenhor Tabosa;0.8;;1;;2.1;2.059;;2.547
CE;2308708;Morada Nova;0.5;;1.2;;2.1;2.138;;2.96
CE;2308807;Moraújo;0.2;;0.3;;1.7;1.68;;2.538
CE;2308906;Morrinhos;0.6;;1;;1.9;1.918;;2.728
CE;2309003;Mucambo;0.3;;0.5;;1.4;1.398;;2.309
CE;2309102;Mulungu;0.9;;1.2;;2.1;2.115;;3.148
CE;2309201;Nova Olinda;0.5;;0.8;;2;2.02;;2.911
CE;2309300;Nova Russas;0.6;;0.8;;1.8;2.008;;2.938
CE;2309409;Novo Oriente;0.2;;0.5;;1.5;1.483;;2.005
CE;2309458;Ocara;;;;;1.4;1.341;;2.473
CE;2309508;Orós;0.6;;1.2;;2.1;2.086;;2.975
CE;2309607;Pacajus;0.8;;1.3;;2.4;2.431;;3.802
CE;2309706;Pacatuba;0.9;;1.4;;3.2;3.766;;4.837
CE;2309805;Pacoti;1.3;;1.4;;2;2.053;;3.202
CE;2309904;Pacujá;0.2;;1.1;;2;1.913;;2.866
CE;2310001;Palhano;0.1;;1;;1.5;1.59;;3.015
CE;2310100;Palmácia;1;;1.5;;2.3;2.256;;3.45
